timestamp_ms,run_id,protocol,scenario,direction,latency_ms,payload_bytes,header_bytes,delivered,seq,t_send_ms,t_cmd_ms,t_recv_ms,t_exec_ms,cin_create_ms
1780693883748,coap_s3_20260605_run005,coap,2,command,-2515.0,60,360,True,1,,1780693883665,1780693881150,1780693881150,78.0
1780693884891,coap_s3_20260605_run005,coap,2,command,-2511.0,60,360,True,2,,1780693884814,1780693882303,1780693882303,78.0
1780693886047,coap_s3_20260605_run005,coap,2,command,-2520.0,60,360,True,3,,1780693885967,1780693883447,1780693883447,78.0
1780693887182,coap_s3_20260605_run005,coap,2,command,-2523.0,60,360,True,4,,1780693887104,1780693884581,1780693884581,78.0
1780693888321,coap_s3_20260605_run005,coap,2,command,-2499.0,60,360,True,5,,1780693888239,1780693885740,1780693885740,79.0
1780693889479,coap_s3_20260605_run005,coap,2,command,-2520.0,60,360,True,6,,1780693889398,1780693886878,1780693886878,78.0
1780693890629,coap_s3_20260605_run005,coap,2,command,-2513.0,60,360,True,7,,1780693890543,1780693888030,1780693888030,94.0
1780693891768,coap_s3_20260605_run005,coap,2,command,-2518.0,60,360,True,8,,1780693891689,1780693889171,1780693889171,78.0
1780693892904,coap_s3_20260605_run005,coap,2,command,-2508.0,60,360,True,9,,1780693892825,1780693890317,1780693890317,78.0
1780693894068,coap_s3_20260605_run005,coap,2,command,-2515.0,61,360,True,10,,1780693893990,1780693891475,1780693891475,79.0
1780693895237,coap_s3_20260605_run005,coap,2,command,-2519.0,61,360,True,11,,1780693895148,1780693892629,1780693892629,78.0
1780693896399,coap_s3_20260605_run005,coap,2,command,-2512.0,61,360,True,12,,1780693896308,1780693893796,1780693893796,94.0
1780693897540,coap_s3_20260605_run005,coap,2,command,-2501.0,61,360,True,13,,1780693897459,1780693894958,1780693894958,78.0
1780693898703,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,14,,1780693898621,1780693896101,1780693896101,79.0
1780693899842,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,15,,1780693899760,1780693897240,1780693897240,78.0
1780693900977,coap_s3_20260605_run005,coap,2,command,-2504.0,61,360,True,16,,1780693900903,1780693898399,1780693898399,78.0
1780693902142,coap_s3_20260605_run005,coap,2,command,-2530.0,61,360,True,17,,1780693902064,1780693899534,1780693899534,78.0
1780693903279,coap_s3_20260605_run005,coap,2,command,-2490.0,61,360,True,18,,1780693903192,1780693900702,1780693900702,78.0
1780693904458,coap_s3_20260605_run005,coap,2,command,-2502.0,61,360,True,19,,1780693904373,1780693901871,1780693901871,94.0
1780693905613,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,20,,1780693905534,1780693903014,1780693903014,78.0
1780693906768,coap_s3_20260605_run005,coap,2,command,-2511.0,61,360,True,21,,1780693906677,1780693904166,1780693904166,78.0
1780693907916,coap_s3_20260605_run005,coap,2,command,-2512.0,61,360,True,22,,1780693907834,1780693905322,1780693905322,78.0
1780693909054,coap_s3_20260605_run005,coap,2,command,-2521.0,61,360,True,23,,1780693908978,1780693906457,1780693906457,78.0
1780693910220,coap_s3_20260605_run005,coap,2,command,-2513.0,61,360,True,24,,1780693910129,1780693907616,1780693907616,78.0
1780693911364,coap_s3_20260605_run005,coap,2,command,-2512.0,61,360,True,25,,1780693911276,1780693908764,1780693908764,93.0
1780693912503,coap_s3_20260605_run005,coap,2,command,-2524.0,61,360,True,26,,1780693912425,1780693909901,1780693909901,78.0
1780693913650,coap_s3_20260605_run005,coap,2,command,-2526.0,61,360,True,27,,1780693913569,1780693911043,1780693911043,78.0
1780693914801,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,28,,1780693914719,1780693912199,1780693912199,94.0
1780693915947,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,29,,1780693915868,1780693913348,1780693913348,79.0
1780693917081,coap_s3_20260605_run005,coap,2,command,-2530.0,61,360,True,30,,1780693917007,1780693914477,1780693914477,63.0
1780693918214,coap_s3_20260605_run005,coap,2,command,-2510.0,61,360,True,31,,1780693918134,1780693915624,1780693915624,78.0
1780693919366,coap_s3_20260605_run005,coap,2,command,-2534.0,61,360,True,32,,1780693919287,1780693916753,1780693916753,78.0
1780693920493,coap_s3_20260605_run005,coap,2,command,-2533.0,61,360,True,33,,1780693920418,1780693917885,1780693917885,78.0
1780693921622,coap_s3_20260605_run005,coap,2,command,-2534.0,61,360,True,34,,1780693921545,1780693919011,1780693919011,78.0
1780693922753,coap_s3_20260605_run005,coap,2,command,-2527.0,61,360,True,35,,1780693922671,1780693920144,1780693920144,78.0
1780693923891,coap_s3_20260605_run005,coap,2,command,-2519.0,61,360,True,36,,1780693923810,1780693921291,1780693921291,78.0
1780693925027,coap_s3_20260605_run005,coap,2,command,-2527.0,61,360,True,37,,1780693924950,1780693922423,1780693922423,78.0
1780693926164,coap_s3_20260605_run005,coap,2,command,-2523.0,61,360,True,38,,1780693926085,1780693923562,1780693923562,78.0
1780693927310,coap_s3_20260605_run005,coap,2,command,-2526.0,61,360,True,39,,1780693927222,1780693924696,1780693924696,94.0
1780693928456,coap_s3_20260605_run005,coap,2,command,-2528.0,61,360,True,40,,1780693928372,1780693925844,1780693925844,79.0
1780693929605,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,41,,1780693929521,1780693927001,1780693927001,78.0
1780693930744,coap_s3_20260605_run005,coap,2,command,-2524.0,61,360,True,42,,1780693930669,1780693928145,1780693928145,78.0
1780693931882,coap_s3_20260605_run005,coap,2,command,-2525.0,61,360,True,43,,1780693931804,1780693929279,1780693929279,78.0
1780693933018,coap_s3_20260605_run005,coap,2,command,-2522.0,61,360,True,44,,1780693932939,1780693930417,1780693930417,78.0
1780693934269,coap_s3_20260605_run005,coap,2,command,-2517.0,61,360,True,45,,1780693934190,1780693931673,1780693931673,78.0
1780693935410,coap_s3_20260605_run005,coap,2,command,-2523.0,61,360,True,46,,1780693935335,1780693932812,1780693932812,63.0
1780693936560,coap_s3_20260605_run005,coap,2,command,-2531.0,61,360,True,47,,1780693936482,1780693933951,1780693933951,78.0
1780693937687,coap_s3_20260605_run005,coap,2,command,-2528.0,61,360,True,48,,1780693937610,1780693935082,1780693935082,78.0
1780693938815,coap_s3_20260605_run005,coap,2,command,-2513.0,61,360,True,49,,1780693938745,1780693936232,1780693936232,63.0
1780693939979,coap_s3_20260605_run005,coap,2,command,-2537.0,61,360,True,50,,1780693939900,1780693937363,1780693937363,78.0
1780693941107,coap_s3_20260605_run005,coap,2,command,-2524.0,61,360,True,51,,1780693941032,1780693938508,1780693938508,78.0
1780693942238,coap_s3_20260605_run005,coap,2,command,-2528.0,61,360,True,52,,1780693942164,1780693939636,1780693939636,63.0
1780693943380,coap_s3_20260605_run005,coap,2,command,-2520.0,61,360,True,53,,1780693943301,1780693940781,1780693940781,78.0
1780693944531,coap_s3_20260605_run005,coap,2,command,-2522.0,61,360,True,54,,1780693944448,1780693941926,1780693941926,78.0
1780693945691,coap_s3_20260605_run005,coap,2,command,-2517.0,61,360,True,55,,1780693945604,1780693943087,1780693943087,78.0
1780693946821,coap_s3_20260605_run005,coap,2,command,-2529.0,61,360,True,56,,1780693946745,1780693944216,1780693944216,79.0
1780693947955,coap_s3_20260605_run005,coap,2,command,-2522.0,61,360,True,57,,1780693947877,1780693945355,1780693945355,79.0
1780693949101,coap_s3_20260605_run005,coap,2,command,-2526.0,61,360,True,58,,1780693949021,1780693946495,1780693946495,78.0
1780693950238,coap_s3_20260605_run005,coap,2,command,-2512.0,61,360,True,59,,1780693950162,1780693947650,1780693947650,63.0
1780693951391,coap_s3_20260605_run005,coap,2,command,-2535.0,61,360,True,60,,1780693951315,1780693948780,1780693948780,78.0
