timestamp_ms,run_id,protocol,scenario,direction,latency_ms,payload_bytes,header_bytes,delivered,seq,t_send_ms,t_cmd_ms,t_recv_ms,t_exec_ms,cin_create_ms
1780674952826,mqtt_s3_20260605_run004,mqtt,2,command,-2162.0,60,39,True,1,,1780674952738,1780674950576,1780674950576,94.0
1780674953950,mqtt_s3_20260605_run004,mqtt,2,command,-2162.0,60,39,True,2,,1780674953868,1780674951706,1780674951706,79.0
1780674955092,mqtt_s3_20260605_run004,mqtt,2,command,-2159.0,60,39,True,3,,1780674955005,1780674952846,1780674952846,78.0
1780674956244,mqtt_s3_20260605_run004,mqtt,2,command,-2153.0,60,39,True,4,,1780674956151,1780674953998,1780674953998,93.0
1780674957392,mqtt_s3_20260605_run004,mqtt,2,command,-2142.0,60,39,True,5,,1780674957297,1780674955155,1780674955155,94.0
1780674958552,mqtt_s3_20260605_run004,mqtt,2,command,-2152.0,60,39,True,6,,1780674958444,1780674956292,1780674956292,109.0
1780674959716,mqtt_s3_20260605_run004,mqtt,2,command,-2153.0,60,39,True,7,,1780674959616,1780674957463,1780674957463,94.0
1780674960885,mqtt_s3_20260605_run004,mqtt,2,command,-2155.0,60,39,True,8,,1780674960779,1780674958624,1780674958624,109.0
1780674962051,mqtt_s3_20260605_run004,mqtt,2,command,-2153.0,60,39,True,9,,1780674961947,1780674959794,1780674959794,109.0
1780674963206,mqtt_s3_20260605_run004,mqtt,2,command,-2148.0,61,39,True,10,,1780674963111,1780674960963,1780674960963,94.0
1780674964357,mqtt_s3_20260605_run004,mqtt,2,command,-2155.0,61,39,True,11,,1780674964260,1780674962105,1780674962105,94.0
1780674965540,mqtt_s3_20260605_run004,mqtt,2,command,-2158.0,61,39,True,12,,1780674965430,1780674963272,1780674963272,109.0
1780674966705,mqtt_s3_20260605_run004,mqtt,2,command,-2144.0,61,39,True,13,,1780674966601,1780674964457,1780674964457,94.0
1780674967861,mqtt_s3_20260605_run004,mqtt,2,command,-2157.0,61,39,True,14,,1780674967769,1780674965612,1780674965612,94.0
1780674969007,mqtt_s3_20260605_run004,mqtt,2,command,-2153.0,61,39,True,15,,1780674968912,1780674966759,1780674966759,94.0
1780674970161,mqtt_s3_20260605_run004,mqtt,2,command,-2154.0,61,39,True,16,,1780674970065,1780674967911,1780674967911,109.0
1780674971324,mqtt_s3_20260605_run004,mqtt,2,command,-2144.0,61,39,True,17,,1780674971214,1780674969070,1780674969070,110.0
1780674972477,mqtt_s3_20260605_run004,mqtt,2,command,-2151.0,61,39,True,18,,1780674972376,1780674970225,1780674970225,110.0
1780674973629,mqtt_s3_20260605_run004,mqtt,2,command,-2152.0,61,39,True,19,,1780674973534,1780674971382,1780674971382,109.0
1780674974813,mqtt_s3_20260605_run004,mqtt,2,command,-2137.0,61,39,True,20,,1780674974680,1780674972543,1780674972543,125.0
1780674975979,mqtt_s3_20260605_run004,mqtt,2,command,-2093.0,61,39,True,21,,1780674975887,1780674973794,1780674973794,94.0
1780674977151,mqtt_s3_20260605_run004,mqtt,2,command,-2147.0,61,39,True,22,,1780674977070,1780674974923,1780674974923,78.0
1780674978311,mqtt_s3_20260605_run004,mqtt,2,command,-2151.0,61,39,True,23,,1780674978209,1780674976058,1780674976058,94.0
1780674979490,mqtt_s3_20260605_run004,mqtt,2,command,-2147.0,61,39,True,24,,1780674979372,1780674977225,1780674977225,125.0
1780674980678,mqtt_s3_20260605_run004,mqtt,2,command,-2133.0,61,39,True,25,,1780674980553,1780674978420,1780674978420,125.0
1780674981834,mqtt_s3_20260605_run004,mqtt,2,command,-2151.0,61,39,True,26,,1780674981738,1780674979587,1780674979587,94.0
1780674982993,mqtt_s3_20260605_run004,mqtt,2,command,-2143.0,61,39,True,27,,1780674982888,1780674980745,1780674980745,109.0
1780674984139,mqtt_s3_20260605_run004,mqtt,2,command,-2149.0,61,39,True,28,,1780674984047,1780674981898,1780674981898,94.0
1780674985298,mqtt_s3_20260605_run004,mqtt,2,command,-2155.0,61,39,True,29,,1780674985197,1780674983042,1780674983042,93.0
1780674986456,mqtt_s3_20260605_run004,mqtt,2,command,-2160.0,61,39,True,30,,1780674986364,1780674984204,1780674984204,79.0
1780674987607,mqtt_s3_20260605_run004,mqtt,2,command,-2159.0,61,39,True,31,,1780674987513,1780674985354,1780674985354,94.0
1780674988758,mqtt_s3_20260605_run004,mqtt,2,command,-2148.0,61,39,True,32,,1780674988662,1780674986514,1780674986514,94.0
1780674989907,mqtt_s3_20260605_run004,mqtt,2,command,-2155.0,61,39,True,33,,1780674989807,1780674987652,1780674987652,94.0
1780674991061,mqtt_s3_20260605_run004,mqtt,2,command,-2146.0,61,39,True,34,,1780674990957,1780674988811,1780674988811,94.0
1780674992212,mqtt_s3_20260605_run004,mqtt,2,command,-2148.0,61,39,True,35,,1780674992110,1780674989962,1780674989962,109.0
1780674993402,mqtt_s3_20260605_run004,mqtt,2,command,-2153.0,61,39,True,36,,1780674993274,1780674991121,1780674991121,125.0
1780674994541,mqtt_s3_20260605_run004,mqtt,2,command,-2153.0,61,39,True,37,,1780674994434,1780674992281,1780674992281,109.0
1780674995683,mqtt_s3_20260605_run004,mqtt,2,command,-2152.0,61,39,True,38,,1780674995592,1780674993440,1780674993440,94.0
1780674996834,mqtt_s3_20260605_run004,mqtt,2,command,-2149.0,61,39,True,39,,1780674996740,1780674994591,1780674994591,94.0
1780674997992,mqtt_s3_20260605_run004,mqtt,2,command,-2151.0,61,39,True,40,,1780674997887,1780674995736,1780674995736,109.0
1780674999155,mqtt_s3_20260605_run004,mqtt,2,command,-2155.0,61,39,True,41,,1780674999043,1780674996888,1780674996888,110.0
1780675000309,mqtt_s3_20260605_run004,mqtt,2,command,-2156.0,61,39,True,42,,1780675000213,1780674998057,1780674998057,94.0
1780675001468,mqtt_s3_20260605_run004,mqtt,2,command,-2144.0,61,39,True,43,,1780675001371,1780674999227,1780674999227,94.0
1780675002620,mqtt_s3_20260605_run004,mqtt,2,command,-2160.0,61,39,True,44,,1780675002535,1780675000375,1780675000375,78.0
1780675003798,mqtt_s3_20260605_run004,mqtt,2,command,-2147.0,61,39,True,45,,1780675003689,1780675001542,1780675001542,109.0
1780675004944,mqtt_s3_20260605_run004,mqtt,2,command,-2152.0,61,39,True,46,,1780675004844,1780675002692,1780675002692,110.0
1780675006118,mqtt_s3_20260605_run004,mqtt,2,command,-2149.0,61,39,True,47,,1780675006001,1780675003852,1780675003852,125.0
1780675007258,mqtt_s3_20260605_run004,mqtt,2,command,-2154.0,61,39,True,48,,1780675007163,1780675005009,1780675005009,94.0
1780675008440,mqtt_s3_20260605_run004,mqtt,2,command,-2146.0,61,39,True,49,,1780675008326,1780675006180,1780675006180,109.0
1780675009609,mqtt_s3_20260605_run004,mqtt,2,command,-2151.0,61,39,True,50,,1780675009500,1780675007349,1780675007349,110.0
1780675010771,mqtt_s3_20260605_run004,mqtt,2,command,-2147.0,61,39,True,51,,1780675010671,1780675008524,1780675008524,110.0
1780675011932,mqtt_s3_20260605_run004,mqtt,2,command,-2155.0,61,39,True,52,,1780675011831,1780675009676,1780675009676,109.0
1780675013078,mqtt_s3_20260605_run004,mqtt,2,command,-2157.0,61,39,True,53,,1780675012983,1780675010826,1780675010826,94.0
1780675014229,mqtt_s3_20260605_run004,mqtt,2,command,-2154.0,61,39,True,54,,1780675014131,1780675011977,1780675011977,94.0
1780675015376,mqtt_s3_20260605_run004,mqtt,2,command,-2149.0,61,39,True,55,,1780675015277,1780675013128,1780675013128,93.0
1780675016524,mqtt_s3_20260605_run004,mqtt,2,command,-2141.0,61,39,True,56,,1780675016428,1780675014287,1780675014287,94.0
1780675017667,mqtt_s3_20260605_run004,mqtt,2,command,-2151.0,61,39,True,57,,1780675017570,1780675015419,1780675015419,93.0
1780675018815,mqtt_s3_20260605_run004,mqtt,2,command,-2142.0,61,39,True,58,,1780675018717,1780675016575,1780675016575,94.0
1780675019980,mqtt_s3_20260605_run004,mqtt,2,command,-2141.0,61,39,True,59,,1780675019869,1780675017728,1780675017728,110.0
1780675021135,mqtt_s3_20260605_run004,mqtt,2,command,-2146.0,61,39,True,60,,1780675021034,1780675018888,1780675018888,109.0
